Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year,Working capital,Current ratio,Quick ratio,Accounts receivable turnover,Average days to collect receivables,Inventory turnover,Average days to collect inventory,Debt to assets,Debt to equity,Number of times interest is earned,Net margin (or return on sales),Asset turnover ratio,Return on investment,Return on equity,Earnings per share,Book value per share,Price-Earnings (P/E) ratio,Dividend yield
UVV,2019,40.592,31.8017,87.477,53.3347,11017,9201 Forest Hill Avenue,23235,Richmond,0,0,0,0,1,0,0,5150,UNIVERSAL CORP/VA,102037,USA,1479.617,2120.921,107.43,806.573,0,267.399,831.637,354.409,0,2.394,340.711,1246.665,1512.088,0,75.187,141.278,2.87,71.68,71.68,1909.979,19.854,24.422,404.48,44.21,338.32,2133.18,365.13,699.22,1337.09,1783.46,24.99,1212.218,5.533367739,1.666973325,5.430319141,67.21520237,2.008361043,181.7402311,0.392111257,0.667089395,7.115845673,0.037529208,0.897947181,0.033699247,0.055485137,2.935058554,51.04680206,15.06273186,1.70067858
DELL,2019,35.488,27.4486,92.715,51.9364,14489,One Dell Way,78682,Round Rock,0,0,1,0,0,0,0,3571,DELL TECHNOLOGIES INC,1571996,USA,36868,118861,9302,3281,730,52456,115077,7835,629,203,17379,-945,59410,0,0,3526,6.38,4616,4616,92154,2675,743,53848,48.77,17176,111820,16769,3649,-4569,60864,719,-15588,0.702836663,0.518682324,5.429606717,67.22402175,17.14574315,21.28808281,0.968164495,-121.7746032,1.318130841,0.050090067,0.798973474,0.040020635,-1.674283642,6.212651413,-2.118438762,7.850110485,0
A,2020,51.706,29.9879,85.461,55.759,126554,5301 Stevens Creek Boulevard,95051,Santa Clara,0,0,1,0,0,0,0,3826,AGILENT TECHNOLOGIES INC,1090872,USA,3415,9627,1441,720,0,1467,4754,1020,0,0,1038,4873,2271,0,222,1034,2.33,719,719,5339,78,306.198,2462,102.09,1038,9452,930,679,4748,2140,309.07,1948,2.327880027,1.689843217,5.425813008,67.27102454,3.246604718,112.4251431,0.493819466,0.975579725,13.25641026,0.134669414,0.559672939,0.075370827,0.149464713,2.348153809,15.91453896,43.47670907,2.174551866
SCHL,2019,0,10.006,86.785,32.3308,9466,557 Broadway,10012,New York,0,0,1,0,0,0,0,2731,SCHOLASTIC CORP,866729,USA,1035.3,2033.6,393.8,270.6,0,501.5,853,672.2,0,19.9,329.8,1179.2,748.8,0,20.8,-31.4,-1.27,-43.8,-43.8,1487.1,3,34.186,320.7,29.4,309.9,1878.5,238.5,323.7,1271.5,777,35.07,533.8,2.06440678,1.403190429,5.423413567,67.30078677,2.519939425,144.8447516,0.419453186,0.723371777,-10.46666667,-0.029453298,0.76025664,-0.022392066,-0.035744889,-1.281226233,34.49365237,-22.94676712,0.707482993
IART,2020,1.087,15.7195,84.287,33.7592,61181,1100 Campus Road,8540,Princeton,0,0,1,0,0,0,0,3842,INTEGRA LIFESCIENCES HOLDNGS,917520,USA,1237.202,3615.136,470.166,310.117,0,401.013,2100.269,371.164,0,6.439,232.962,1514.867,397.429,0,0,218.835,1.58,133.892,133.892,1371.868,67.713,84.337,1655.407,64.92,226.52,3303.24,279.67,316.05,1416.74,445.28,85.87,836.189,3.085191752,1.73732273,5.420367846,67.33860328,1.269402572,287.5368368,0.580965419,1.386437885,3.23180187,0.097598311,0.396586713,0.038706193,0.091343758,1.587583149,17.96206884,40.89234637,0
DELL,2020,36.152,29.0206,98.615,54.6524,14489,One Dell Way,78682,Round Rock,0,0,1,0,0,0,0,3571,DELL TECHNOLOGIES INC,1571996,USA,43567,123415,14201,3402,891,54132,115390,8548,472,332,17943,2951,61308,0,0,5401,4.37,3250,3250,94224,2389,753,50207,72.89,17611,118861,17176,3281,-945,59410,743,-10565,0.804828937,0.604134338,5.417196079,67.37803001,18.34744875,19.89377406,0.934975489,39.10199932,2.260778568,0.034492274,0.777823639,0.026828906,3.240279163,4.316069057,3.292164675,16.88805231,0
EMR,2019,32.588,27.4486,93.739,51.3127,4321,"8000 West Florissant Avenue, PO Box 4100",63136,Saint Louis,0,0,1,0,0,0,0,3823,EMERSON ELECTRIC CO,32604,USA,7139,20497,1494,1880,0,5976,12224,3642,0,0,3441,8233,9973,0,1209,3120,3.74,2306,2306,18372,201,611,4792,66.86,3441,20390,3344,1813,8947,9362,629.2,1163,1.19461178,0.825803213,5.415475313,67.39943936,5.401028974,67.57971523,0.596379958,1.484756468,15.52238806,0.125517091,0.89867195,0.112798689,0.268451688,3.774140753,13.47463175,17.71529055,18.08256057
FSLR,2020,57.626,39.4196,91.24,62.8005,175404,"350 West Washington Street, Suite 600",85281,Tempe,0,0,1,0,0,0,0,3674,FIRST SOLAR INC,1274494,USA,3014.535,7108.931,1227.002,567.617,521.811,847.398,1588.003,2872.345,0,3.312,294.283,5520.928,1768.859,0,0,355.989,3.76,398.355,398.355,2711.332,25.834,105.98,482.271,98.92,290.97,7515.69,710.91,497.1,5096.77,2308.61,105.45,2167.137,3.557401599,2.407114485,5.412488522,67.43663262,3.322683868,109.8509562,0.223381406,0.287633347,13.77986375,0.146922251,0.370790053,0.054477309,0.075036039,3.758775241,52.09405548,26.317083,0
CERS,2020,0,12.2128,84.979,32.4615,64327,"1220 Concord Avenue, Suite 600",94520,Concord,0,0,1,0,0,0,0,2836,CERUS CORP,1020214,USA,183.431,221.415,36.594,23.254,97,59.974,117.609,26.989,0,0,23.546,103.806,38.048,0,0,-58.059,-0.37,-59.857,-59.857,114.249,3.746,168.17,58.376,6.92,23.55,165.54,18.68,19.49,57.05,31.02,144.29,123.457,3.058508687,2.620135392,5.410798011,67.45770204,1.780273255,205.0247056,0.531169975,1.132969193,-15.49893219,-0.523917058,0.590502772,-0.309374475,-0.744230865,-0.355931498,0.61726824,-19.4419433,0
OFIX,2020,0,12.5756,84.979,32.5822,28380,3451 Plano Parkway,75056,Lewisville,0,0,1,0,0,0,0,3841,ORTHOFIX MEDICAL INC,884624,USA,270.379,525.861,96.291,84.635,0.53,103.899,168.997,68.453,0,4.848,72.423,356.864,76.828,0,0,-2.588,0.13,2.517,2.517,406.562,2.483,19.424,27.886,42.98,67.58,495.62,82.82,82.4,327.63,80.98,19.02,166.48,2.602325335,1.582267394,5.406409574,67.51245812,0.919903014,396.7809588,0.321371998,0.473561357,-1.042287555,0.006190938,0.796024596,0.004928139,0.007354338,0.12958196,18.3723229,331.6819706,0
BECN,2019,14.376,13.9359,87.477,38.6581,160598,"505 Huntmar Park Drive, Suite 300",20170,Herndon,0,0,0,0,1,0,0,5030,BEACON ROOFING SUPPLY INC,1124941,USA,2514.247,6392.812,72.287,1018.183,0,1440.775,4131.264,260.376,399.195,13.095,1371.01,2261.548,5368.605,24,24,180.201,-0.51,-10.612,-34.612,7105.16,160.246,68.574,2598.882,33.53,1357.92,6508.66,1272.67,936.05,2283.5,4824.99,68.14,1073.472,1.745065676,0.992661588,5.401951653,67.56817229,5.494334606,66.43206615,0.646235804,1.826741683,1.124527289,-0.001493562,1.101449509,-0.001645084,-0.004669698,-0.15475253,27.15829615,-216.6685092,0.715776916
HAL,2019,40.894,53.9601,87.477,60.8088,5439,3000 North Sam Houston Parkway East,77032,Houston,1,0,0,0,0,0,0,1389,HALLIBURTON CO,45012,USA,11212,25377,2268,3139,0,4878,17352,8364,0,776,4577,8012,18498,0,630,2058,-1.29,-1131,-1131,22408,592,878,11503,24.47,3801,25982,4496,3028,9522,19403,871,6334,2.298482985,1.244157442,5.401470411,67.57419225,5.99902708,60.84319926,0.683768767,2.165751373,3.476351351,-0.050473045,0.87260266,-0.044042914,-0.129006502,-1.288154897,9.125284738,-18.99616269,25.7458112
MTD,2020,50.166,42.3216,87.477,60.0241,65772,1900 Polaris Parkway,43240,Columbus,0,0,1,0,0,0,0,3826,METTLER-TOLEDO INTL INC,1037646,USA,1056.904,2814.549,94.254,297.611,0,840.327,2531.874,897.492,0,0,593.809,282.675,1242.367,0,0,784.043,25.24,602.739,602.739,3085.177,38.616,23.472,1383.22,1139.68,593.81,2789.32,549.25,274.29,420.78,1228.64,24.13,216.577,1.257729432,0.81880387,5.398101587,67.61636366,4.344692525,84.01054801,0.899566502,8.956837357,20.30357883,0.195366101,1.101088195,0.215115307,1.713653325,25.67906442,12.0430726,44.38167923,0
MU,2019,64.12,30.1693,87.477,60.6277,7343,8000 South Federal Way,83716-9632,Boise,0,0,1,0,0,0,0,3674,MICRON TECHNOLOGY INC,723125,USA,16503,48887,7152,5118,803,6390,12019,28240,0,0,3195,35881,7364,0,0,7425,5.67,6313,6313,23406,231,1106,5851,45.27,3195,43376,5478,3595,32297,7840,1161,10113,2.582629108,1.744913928,5.397440332,67.62464753,1.690347756,215.9318984,0.245852681,0.334968368,32.14285714,0.269717167,0.507375654,0.136847924,0.185191704,5.7079566,32.44213382,7.931034374,0
MSA,2019,33.223,20.2237,86.785,46.7961,7420,1000 Cranberry Woods Drive,16066-5207,Cranberry Township,0,0,1,0,0,0,0,3842,MSA SAFETY INC,66570,USA,693.363,1739.693,152.195,185.027,50.24,277.509,1007.12,218.713,3.569,4.86,266.358,725.8,727.75,0.042,63.523,224.29,3.52,136.44,136.215,1401.981,13.589,38.841,400.188,126.36,261.5,1608.01,258.02,156.6,633.88,708.83,38.53,415.854,2.498524372,1.671776411,5.397216662,67.62745002,4.260494633,85.67080385,0.578906738,1.38759989,16.50526161,0.097319436,0.837577885,0.081512607,0.200694281,3.512782884,18.59455215,35.97148021,0.502714467
BDC,2019,16.098,22.6421,87.477,42.1286,28940,"1 North Brentwood Boulevard, 15th Floor",63105,Saint Louis,0,0,1,0,0,0,0,3670,BELDEN INC,913142,USA,1377.754,3406.759,407.48,231.333,0,722.544,2440.94,408.601,0,2.569,334.634,959.847,1292.822,18.437,26.981,234.343,-9.37,-377.015,-395.452,2131.278,55.814,45.458,1509.208,55,332.07,3779.32,457.71,316.42,1387.15,1497.19,39.4,655.21,1.906809827,1.023529363,5.397143508,67.62836664,4.720456118,77.32303635,0.716499171,2.543051132,4.198641918,-0.17689621,0.593168542,-0.104929267,-0.321274377,-8.293699679,21.11502926,-6.631539859,0.490563636
FNKO,2019,0,12.5756,83.022,31.9284,32528,2802 Wetmore Avenue,98201,Everett,0,0,1,0,0,0,0,3942,FUNKO INC,1704711,USA,259.197,796.467,25.229,62.124,0,157.569,491.323,128.613,0.001,2.354,151.564,225.411,495.422,0,23.924,67.867,0.38,11.725,11.725,795.122,14.342,34.918,289.437,17.16,149.21,663.02,145.58,86.62,156.64,428.06,24.96,101.628,1.644974583,1.107064207,5.394497778,67.66153496,6.66140483,54.79324697,0.616878038,2.179676236,4.73204574,0.014746165,1.089591069,0.016067289,0.06137924,0.3357867,6.455409817,51.10387036,1.394172494
PUMP,2020,0.332,8.3736,84.979,31.2946,30145,1706 South Midkiff Road,79701,Midland,1,0,0,0,0,0,0,1389,PROPETRO HOLDING CORP,1680247,USA,167.726,1050.739,68.772,2.729,0,104.163,179.968,881.186,0,1.497,84.244,870.771,584.279,0,0,-22.067,-1.06,-107.02,-107.02,789.232,2.383,100.913,0.799,7.39,82.75,1436.11,211.13,2.44,969.31,1470.36,100.62,63.563,1.61022628,1.454633603,5.371117463,67.95606362,226.0704198,1.61454117,0.171277548,0.206676612,-9.260176248,-0.135600178,0.634724505,-0.086068756,-0.116320966,-1.060517475,8.628927888,-6.9682963,0
ST,2020,35.125,47.7328,87.477,56.8152,183942,529 Pleasant Street,2703,Attleboro,0,0,1,0,0,0,0,3823,SENSATA TECHNOLOGES HLDG PLC,1477294,GBR,2979.972,7844.202,1861.98,451.005,0,1495.157,5138.716,853.805,0,0,576.647,2705.486,1964.164,0,0,400.031,1.04,164.286,164.286,3045.578,171.757,157.635,4053.579,52.74,576.65,6834.52,557.87,506.68,2573.76,2151.57,157.83,1484.815,1.993083001,1.631017345,5.368927829,67.98377845,4.101899894,88.98315645,0.655097357,1.899368912,2.329052091,0.05394247,0.414965009,0.022384238,0.062238433,1.042192407,17.16297777,50.60485921,0
CTS,2020,22.018,13.8755,84.979,40.3481,2577,4925 Indiana Avenue,60532,Lisle,0,0,1,0,0,0,0,3670,CTS CORP,26058,USA,233.231,626.049,91.773,45.87,0,104.932,202.367,120.718,0,0.764,80.981,423.682,258.333,0,5.171,47.975,1.07,34.686,34.686,424.066,3.272,32.277,81.057,34.33,80.22,643.35,77.81,42.24,405.22,286.81,32.47,128.299,2.222687074,1.639061487,5.366905018,68.00940184,5.863874702,62.24553193,0.323244666,0.47763889,14.66228606,0.081793872,0.668136654,0.054649484,0.083691438,1.074635189,13.12643678,31.94572479,0.150626274
PFE,2020,54.062,27.6904,93.739,58.5454,8530,235 East 42nd Street,10017,New York,0,0,1,0,0,0,0,2834,PFIZER INC,78003,USA,35067,154229,1784,8046,10438,25920,90756,15293,0,508,7930,63238,7239,0,8571,9287,1.73,9616,9616,41908,1545,5567,40570,36.81,7422,167489,8198,8283,63143,8729,5534,9147,1.352893519,0.75787037,5.365941101,68.02161878,0.886643395,411.6649399,0.588449643,1.435149752,6.011003236,0.229454997,0.260526299,0.059779061,0.152174773,1.727321717,11.35943955,21.31044821,232.8443358
CRL,2019,37.844,35.9734,87.477,53.8075,137131,251 Ballardvale Street,1887,Wilmington,0,0,0,0,0,0,1,8731,CHARLES RIVER LABS INTL INC,1100682,USA,1021.325,4692.79,238.014,160.66,1.372,710.181,3026.315,1184.213,0,3.664,514.033,1634.584,1547.643,0,0,404.429,5.17,252.019,252.019,2621.226,60.882,48.936,2024.82,152.76,510.37,3855.88,469.15,127.89,1317.33,1333.27,48.21,311.144,1.438119296,1.055723823,5.352062235,68.19801116,10.72703518,34.02617723,0.644886091,1.851428253,6.642833678,0.096145468,0.613247675,0.058960985,0.170749554,5.149971391,33.40248488,29.6623007,0
OSK,2019,60.737,37.8779,93.739,64.1585,11721,1917 Four Wheel Drive,54902,Oshkosh,0,0,1,0,0,0,0,3711,OSHKOSH CORP,775158,USA,3408.3,5566.3,448.4,1249.2,1.4,1741.9,2966.5,573.6,0,10.9,1631.8,2599.8,6784.6,0,75.5,800.3,8.3,579.4,579.4,8382,54.4,67.987,819,75.8,1620.9,5294.2,1513.4,1227.7,2513.5,6270,72.37,1666.4,1.956656524,1.188759401,5.348562677,68.24263302,5.478299487,66.62651446,0.532939295,1.141049311,14.71139706,0.069124314,1.543575342,0.106698587,0.226624685,8.522217483,38.23966347,8.894398688,0.996042216
BA,2020,23.316,20.6167,87.477,43.8588,2285,100 North Riverside Plaza,60606-1596,Chicago,0,0,1,0,0,0,0,3721,BOEING CO,12927,USA,121642,152136,7752,81715,17838,87280,170211,13072,0,573,10051,-18316,58935,0,0,-9422,-20.88,-11873,-11873,58656,2280,582.32,64935,214.06,9478,133625,12471,76622,-8617,69840,562.91,34362,1.393698442,0.401787351,5.344753747,68.29126603,0.744424866,490.3114024,1.118808172,-9.293022494,-4.13245614,-0.202417485,0.410524879,-0.083097414,0.881669328,-20.38913312,-31.45349636,-10.49872982,0
WDFC,2020,15.947,20.7678,93.046,43.3156,11234,9715 Businesspark Avenue,92131,San Diego,0,0,1,0,0,0,0,2890,WD-40 CO,105132,USA,185.154,362.637,56.462,41.264,0,60.116,202.324,68.927,0,0.362,80.672,160.313,179.991,0,36.039,77.22,4.41,60.71,60.416,408.498,2.439,13.665,122.258,204.38,80.31,302.66,72.56,40.68,145.48,186.12,13.72,125.038,3.079945439,2.27513474,5.344384117,68.29598921,4.393024505,83.08626542,0.557924316,1.262056103,31.66051661,0.148617619,1.228016961,0.182504956,0.397065989,4.442736919,11.7316502,46.00317411,0.176333301
WHD,2020,14.709,20.0726,84.979,39.9759,32938,"920 Memorial City Way, Suite 300",77024,Houston,0,0,1,0,0,0,0,3533,CACTUS INC,1699136,USA,425.142,815.594,288.659,87.48,0,48.915,264.824,164.819,0,0.598,44.068,352.97,197.304,0,17.35,71.903,0.73,34.446,34.446,348.566,1.127,47.713,28.132,26.07,43.47,834.96,87.03,113.37,327.47,355.44,47.16,376.227,8.691444342,6.789921292,5.342007663,68.32637148,1.964690067,185.7799386,0.32470077,0.750273394,63.80035492,0.098822031,0.422362431,0.041738713,0.101246252,0.721941609,7.397774192,36.11095367,0.665515919
SYK,2020,14.376,11.8803,84.979,37.1391,10115,2825 Airview Boulevard,49002,Kalamazoo,0,0,1,0,0,0,0,3842,STRYKER CORP,310764,USA,9707,34330,2943,3494,81,5041,21246,3175,0,131,2701,13084,4851,0,885,3027,4.26,1599,1599,14351,315,376.1,14425,245.04,2570,30167,2805,3282,12807,4763,374.5,4666,1.925609998,1.109700456,5.339906977,68.35325064,1.431818182,254.9206349,0.618875619,1.623815347,9.60952381,0.111420807,0.445012946,0.049583702,0.123517825,4.251528849,34.78862005,57.63573734,3.61165524
NOVA,2019,0,12.5756,83.594,32.1195,35395,"20 East Greenway Plaza, Suite 475",77046,Houston,0,0,0,1,0,0,0,4991,SUNNOVA ENRGY INTL INC,1772695,USA,274.32,2487.067,83.485,43.749,10.474,195.002,1668.827,1754.733,0,2.051,33.065,645.935,10.939,0,0,-17.313,-1.86,-144.351,-144.351,131.556,112.122,83.981,1453.833,11.16,31.01,1665.09,18.28,9.19,501.12,9.95,20.15,79.318,1.406754803,0.640880606,5.33804017,68.37715498,0.413268101,883.2039035,0.671002028,2.583583488,-0.154412158,-1.097258962,0.063367546,-0.069530608,-0.251689762,-1.718853074,7.691442112,-6.49270154,0
KLAC,2019,16.46,17.8658,87.477,40.6599,6304,One Technology Drive,95035,Milpitas,0,0,1,0,0,0,0,3827,KLA CORP,319201,USA,4315.075,9008.516,1015.994,1262.5,723.391,1768.486,6330.823,448.799,0,12.001,1084.128,2659.108,1744.39,0,470.009,1429.573,7.53,1175.617,1175.617,4568.904,124.604,159.475,3423.382,118.2,1072.13,5619.36,640.04,931.85,1620.51,1389.06,156.05,2546.589,2.439982561,1.589784709,5.336974716,68.39080554,1.589892223,229.57531,0.702759811,2.380807023,11.47293024,0.257308317,0.624684541,0.160736528,0.549402774,7.371794952,16.67413701,16.03408678,3.976387479
NWL,2019,18.182,21.4329,87.477,42.4203,7875,6655 Peachtree Dunwoody Road,30328,Atlanta,0,0,1,0,0,0,0,3990,NEWELL BRANDS INC,814453,USA,4109.9,15642,348.6,1606.7,22.3,2978,10646,1770.1,0,28.7,1841.5,4963.3,6013.8,0,392.6,844.4,0.25,106.6,106.6,9714.9,303.3,423.5,6372.5,19.22,1812.8,17716.4,1829,1583.1,5243,5272.2,422.8,1131.9,1.380087307,0.733277367,5.335218848,68.41331357,3.770643928,96.80044232,0.680603503,2.144943888,2.784042202,0.010972836,0.582455993,0.006391194,0.020889059,0.251711924,11.71971665,76.35712946,20.42663892
RMD,2019,51.012,41.9891,84.979,59.3602,31887,9001 Spectrum Center Boulevard,92123,San Diego,0,0,1,0,0,0,0,3845,RESMED INC,943819,USA,1145.366,4107.682,147.128,349.641,0,555.991,2035.489,387.46,0,25.171,538.318,2072.193,994.13,0,211.712,635.7,2.83,404.592,404.592,2606.572,36.156,143.655,1270.853,122.03,513.15,3063.92,464.42,268.7,2058.98,904.46,142.68,589.375,2.060044137,1.187564187,5.332757756,68.44488662,3.215474956,113.5135571,0.495532273,0.982287364,17.58214404,0.155219959,0.726914851,0.112831694,0.195872698,2.816414326,14.42478856,43.32814205,1.734917643
LRCX,2019,45.394,40.9613,87.477,57.9821,6565,4650 Cushing Parkway,94538,Fremont,0,0,1,0,0,0,0,3559,LAM RESEARCH CORP,707549,USA,8560.409,12001.333,3658.219,1540.14,1772.984,2371.65,7278.029,1059.077,49.439,5.021,1455.522,4723.304,5032.13,0,662.844,2483.25,14.37,2191.43,2191.43,9653.559,117.263,144.433,4489.899,187.84,1450.5,12479.48,2171.59,1876.16,6580.04,5652.2,156.89,6188.759,3.609473995,2.901652436,5.330380526,68.4754115,2.945953224,123.8987765,0.606435052,1.540876683,21.17675652,0.227007469,0.788663269,0.179032453,0.387748971,15.1726406,32.36009084,12.38017857,3.528769165
SIX,2020,6.916,16.838,84.979,36.3042,10567,"1000 Ballpark Way, Suite 400",76011,Arlington,0,0,0,0,0,0,1,7996,SIX FLAGS ENTERTAINMENT CORP,701374,USA,306.74,2772.691,157.76,60.791,0,452.405,3407.862,1447.998,0,3.1,36.61,-1158.547,391.845,0,21.165,-302.738,-4.99,-423.38,-423.38,356.575,155.411,85.076,2824.127,34.1,33.51,2882.54,100.38,55.85,-716.12,738.1,84.63,-145.665,0.6780208,0.422784894,5.326387333,68.52674753,6.718820998,54.32500734,1.229081062,-2.941496547,-1.94798309,-1.18735189,0.126104486,-0.1497304,0.451685553,-4.976491608,-13.6177888,-6.852216921,0.620674487
HP,2019,13.017,14.8126,91.24,39.7546,5581,"1437 South Boulder Avenue, Suite 1400",74119,Tulsa,1,0,0,0,0,0,0,1381,HELMERICH & PAYNE,46765,USA,1115.086,5839.515,347.943,149.653,84.251,410.238,1827.292,4502.084,0,9.927,497.753,4012.223,2014.913,0,313.088,-12.269,-0.34,-33.656,-36.758,2787.33,23.488,108.438,479.356,40.07,487.83,6214.87,558.99,158.13,4382.74,1670.1,108.99,704.848,2.718144102,2.242649389,5.325328137,68.54037735,13.09307532,27.87733143,0.312918453,0.455431316,-0.522351839,-0.012074638,0.462459097,-0.005584026,-0.008018141,-0.310370903,37.00015677,-129.103597,7.813526329
THC,2020,0.332,24.5466,79.831,34.9562,7750,14201 Dallas Parkway,75254,Dallas,0,0,0,0,0,0,1,8062,TENET HEALTHCARE CORP,70318,USA,7147,27106,2446,368,0,4847,24217,7754,0,0,3352,28,15525,0,0,1258,3.8,399,399,17640,1008,106.07,16906,39.93,3352,23351,3274,310,-371,15950,104.2,2300,1.474520322,1.196203837,5.324479324,68.55130385,45.79646018,7.970048309,0.893418431,864.8928571,1.248015873,0.022619048,0.699209228,0.015815447,-2.326530612,3.761666824,0.263976619,10.61497519,0
VREX,2019,59.106,45.4353,91.24,65.2952,29004,1678 S. Pioneer Road,84104,Salt Lake City,0,0,1,0,0,0,0,3844,VAREX IMAGING CORP,1681622,USA,438.4,1038.9,29.9,248.2,0,175.1,580.2,142.3,0,1,141,444.9,487.6,0,0,70.7,0.41,15.5,15.5,780.6,21.1,38.371,395.1,28.54,140,987.9,153.4,235.1,426.2,477.3,38.03,263.3,2.503712164,0.970302684,5.321063395,68.5953113,2.017794331,180.8905865,0.55847531,1.304113284,3.3507109,0.019856521,0.770278271,0.015295046,0.035587189,0.4039509,11.59469391,70.65215097,0
ROP,2020,16.128,15.4172,87.477,39.7344,24925,"6901 Professional Parkway, Suite 200",34240,Sarasota,0,0,0,0,0,0,1,7370,ROPER TECHNOLOGIES INC,882835,USA,1752.3,24024.8,308.3,198.4,0,2444.4,13545,405.6,0,25.3,1126.6,10479.8,1468,0,219.8,1444.7,9.08,949.7,949.7,5527.1,211.7,104.9,9850.8,431.09,1101.3,18108.9,976.7,198.6,9491.9,1525.8,104.1,-692.1,0.716863034,0.57666503,5.319634264,68.61373957,7.395465995,49.35456403,0.563792415,1.292486498,6.824279641,0.171826093,0.262360059,0.045080304,0.095104573,9.053384175,99.90276454,47.61644835,0.509870329
VECO,2020,43.975,23.8513,87.477,51.8157,11124,1 Terminal Drive,11803,Plainview,0,0,1,0,0,0,0,3559,VEECO INSTRUMENTS INC,103145,USA,586.931,898.064,129.625,145.906,190.429,146.681,489.69,75.546,0,0.736,101.237,408.374,244.19,0,0,24.222,-0.17,-8.391,-8.391,454.163,24.739,49.724,331.568,17.36,100.5,818.09,70.42,133.07,374.51,242.59,48.99,440.25,4.001411226,2.867140257,5.314334191,68.68216918,1.75061654,208.4979729,0.545272943,1.199121394,0.979101823,-0.018475745,0.529280006,-0.009778843,-0.021436126,-0.168751508,8.212814737,-102.8731546,0
CDW,2020,4.379,19.0447,84.979,36.1935,28320,200 North Milwaukee Avenue,60061,Vernon Hills,0,0,0,0,1,0,0,5045,CDW CORP,1402057,USA,5953.5,9344.7,1410.2,760,0,3898.3,8047.6,306.3,0,29.6,3592.1,1297.1,14832.4,0,219.6,1187.7,5.53,788.5,788.5,18467.5,154.9,141.9,4121.8,131.79,3562.5,7999.4,3389.4,611.2,960.3,14732.5,143,2055.2,1.527204166,1.275607316,5.312936032,68.70024367,21.63418903,16.8714436,0.861194046,6.204301904,7.667527437,0.042696629,2.129542611,0.090924291,0.6985913,5.556730092,9.140944327,23.7171858,1.666287275
ECL,2019,72.909,38.1802,93.739,68.313,4213,1 Ecolab Place,55102-2233,Saint Paul,0,0,1,0,0,0,0,2842,ECOLAB INC,31462,USA,4828.4,20869.1,186.4,1505.6,0,3630.6,12143.3,4532.4,0,62,2930.2,8685.3,7711.6,0,533.1,2263.9,5.41,1558.9,1558.9,14906.3,215.1,288.41,6852.8,192.99,2868.2,20074.5,2746.1,1546.4,8003.2,7678.3,287.71,1197.8,1.32991792,0.841348537,5.310118804,68.73669187,5.053473132,72.2275533,0.581879429,1.39814399,10.52487215,0.104579943,0.728138219,0.076148653,0.186823262,5.405152387,30.11442044,35.70482128,2.762319291
BRKR,2019,14.376,13.8755,84.407,37.6119,138483,40 Manning Road,1821,Billerica,0,0,1,0,0,0,0,3826,BRUKER CORP,1109354,USA,1796.3,2771.5,678.3,577.2,6.6,645.6,1833.3,371.7,0,3.4,406.1,906.8,984.2,0,25,324.9,1.27,197.2,197.2,2072.6,16,154.156,880.9,50.97,402.7,2128.6,379.3,509.6,896.6,924.2,156.61,1150.7,2.782372986,1.684634449,5.300767263,68.85795619,1.811188811,201.5250965,0.661482951,2.021724746,20.30625,0.095146193,0.84594192,0.080488153,0.218698015,1.279223644,5.882352941,39.84447931,0.490484599
FUL,2020,44.065,25.6651,87.477,52.4495,4926,"1200 Willow Lake Boulevard, PO Box 64683",55110-5101,Saint Paul,0,0,1,0,0,0,0,2891,FULLER (H. B.) CO,39368,USA,1019.776,4036.704,100.534,323.213,0,530.132,2654.842,699.189,0,0,533.582,1381.321,1890.87,0,33.724,246.69,2.38,123.719,123.719,2790.269,87.341,51.907,1785.189,52.33,533.58,3985.73,519.44,337.27,1222.35,1942.18,51.24,489.644,1.923626568,1.196147375,5.299555564,68.87369999,5.725718906,63.74745355,0.657675668,1.921958763,2.824446709,0.044339453,0.695616567,0.030843258,0.09503428,2.383474291,26.61145896,21.95534485,0.644448691
